250
100	100
9	22	0	4	396
48	81	0	4	11664
100	18	0	4	1800
42	41	0	4	1722
45	89	0	4	8010
22	96	0	4	2112
28	82	0	4	6888
83	3	0	4	498
57	95	0	4	10830
99	7	0	4	2079
27	21	0	4	567
47	100	0	4	9400
44	88	0	4	7744
53	66	0	4	6996
16	33	0	4	528
14	91	0	4	1274
83	20	0	4	4980
58	58	0	4	3364
78	85	0	4	6630
86	36	0	4	9288
46	30	0	4	4140
71	54	0	4	7668
88	24	0	4	4224
3	15	0	4	135
81	76	0	4	12312
83	21	0	4	3486
65	68	0	4	8840
15	30	0	4	900
37	29	0	4	2146
76	10	0	4	2280
93	39	0	4	10881
52	59	0	4	6136
17	97	0	4	1649
88	25	0	4	4400
38	36	0	4	1368
82	38	0	4	3116
4	76	0	4	912
29	4	0	4	116
22	18	0	4	792
83	28	0	4	4648
59	98	0	4	17346
94	40	0	4	11280
84	62	0	4	10416
94	82	0	4	15416
95	48	0	4	4560
13	95	0	4	3705
49	28	0	4	2744
8	19	0	4	152
16	33	0	4	1056
7	26	0	4	546
30	21	0	4	1260
68	51	0	4	6936
32	90	0	4	2880
13	83	0	4	1079
81	36	0	4	2916
21	12	0	4	756
37	30	0	4	1110
88	21	0	4	1848
2	42	0	4	252
44	88	0	4	7744
89	87	0	4	23229
94	63	0	4	17766
51	73	0	4	3723
89	6	0	4	1068
77	46	0	4	3542
32	84	0	4	2688
6	23	0	4	138
16	41	0	4	656
77	22	0	4	5082
98	22	0	4	4312
88	47	0	4	4136
43	21	0	4	1806
14	44	0	4	616
86	3	0	4	516
91	38	0	4	6916
42	48	0	4	2016
8	6	0	4	48
65	55	0	4	7150
18	36	0	4	1296
65	55	0	4	3575
24	98	0	4	2352
17	25	0	4	850
32	37	0	4	3552
61	75	0	4	4575
41	39	0	4	4797
32	17	0	4	544
9	79	0	4	1422
27	23	0	4	621
46	85	0	4	7820
11	79	0	4	869
49	5	0	4	735
76	18	0	4	1368
43	18	0	4	1548
29	4	0	4	348
98	31	0	4	9114
41	6	0	4	246
69	89	0	4	12282
80	45	0	4	3600
89	52	0	4	9256
58	80	0	4	4640
95	71	0	4	6745
4	22	0	4	264
83	100	0	4	16600
33	98	0	4	9702
82	5	0	4	820
97	45	0	4	13095
83	84	0	4	6972
100	34	0	4	6800
7	95	0	4	1995
26	40	0	4	3120
85	41	0	4	10455
4	34	0	4	136
61	67	0	4	12261
16	97	0	4	4656
24	2	0	4	96
17	7	0	4	119
68	81	0	4	16524
62	98	0	4	6076
51	59	0	4	9027
94	46	0	4	8648
3	32	0	4	96
18	11	0	4	198
41	35	0	4	1435
90	73	0	4	6570
35	38	0	4	2660
12	9	0	4	216
89	10	0	4	2670
89	72	0	4	12816
11	6	0	4	66
10	19	0	4	570
82	57	0	4	14022
36	49	0	4	1764
80	28	0	4	4480
30	21	0	4	1890
34	4	0	4	136
88	76	0	4	6688
20	36	0	4	720
13	87	0	4	2262
96	20	0	4	1920
100	24	0	4	2400
49	6	0	4	588
81	33	0	4	2673
27	77	0	4	2079
86	97	0	4	16684
99	86	0	4	8514
17	22	0	4	1122
10	44	0	4	1320
63	54	0	4	10206
5	77	0	4	385
3	83	0	4	249
7	10	0	4	70
37	10	0	4	1110
100	26	0	4	7800
11	33	0	4	1089
57	62	0	4	10602
9	25	0	4	450
83	41	0	4	3403
60	51	0	4	6120
81	39	0	4	3159
47	96	0	4	13536
4	40	0	4	480
9	36	0	4	324
62	52	0	4	6448
19	88	0	4	3344
44	29	0	4	2552
34	6	0	4	408
84	40	0	4	6720
72	82	0	4	11808
30	28	0	4	1680
19	26	0	4	1482
86	68	0	4	5848
35	8	0	4	280
35	90	0	4	9450
99	41	0	4	8118
49	49	0	4	7203
5	89	0	4	890
29	3	0	4	87
88	89	0	4	7832
4	87	0	4	348
89	35	0	4	3115
50	44	0	4	6600
77	20	0	4	1540
14	85	0	4	3570
83	56	0	4	4648
13	6	0	4	78
4	26	0	4	104
93	38	0	4	3534
80	16	0	4	2560
31	5	0	4	155
81	63	0	4	5103
72	81	0	4	17496
91	6	0	4	546
96	12	0	4	2304
77	24	0	4	5544
68	89	0	4	18156
74	76	0	4	11248
43	35	0	4	4515
94	68	0	4	6392
40	27	0	4	3240
70	98	0	4	13720
52	55	0	4	5720
97	21	0	4	4074
81	50	0	4	8100
36	94	0	4	6768
79	75	0	4	5925
21	76	0	4	3192
28	80	0	4	6720
30	35	0	4	3150
45	34	0	4	1530
87	61	0	4	10614
82	46	0	4	3772
29	2	0	4	116
69	72	0	4	14904
95	36	0	4	6840
87	84	0	4	7308
41	20	0	4	2460
33	27	0	4	1782
11	22	0	4	726
97	23	0	4	6693
30	16	0	4	960
51	64	0	4	3264
90	25	0	4	4500
5	24	0	4	120
34	49	0	4	4998
98	88	0	4	25872
11	81	0	4	891
49	30	0	4	1470
34	76	0	4	5168
18	76	0	4	1368
17	36	0	4	1836
83	5	0	4	830
91	33	0	4	9009
82	47	0	4	3854
4	27	0	4	108
19	32	0	4	608
34	28	0	4	2856
35	37	0	4	2590
59	78	0	4	13806
40	95	0	4	7600
88	8	0	4	1408
68	92	0	4	6256
17	19	0	4	969
70	52	0	4	10920
4	43	0	4	344
31	30	0	4	2790
82	71	0	4	11644
20	93	0	4	1860
20	26	0	4	520
9	4	0	4	36
99	50	0	4	14850
