Tipo 1, LC %
Ap1,txt	10	10	5	10	156	164	0,060000
Ap2,txt	10	10	7	17	229	230	0,110000
Ap3,txt	10	10	10	21	247	247	0,000000
Ap4,txt	15	10	5	7	268	268	0,000000
Ap5,txt	15	10	7	14	358	358	0,000000
Ap6,txt	15	10	10	15	283	289	0,170000
Ap7,txt	20	20	5	8	430	430	0,000000
Ap8,txt	20	20	7	13	831	834	0,160000
Ap9,txt	20	20	10	18	924	924	0,000000
Ap10,txt	30	30	5	13	1452	1452	0,000000
Ap11,txt	30	30	7	15	1632	1688	0,160000
Ap12,txt	30	30	10	22	1851	1865	0,220000
Ap13,txt	30	30	7	7	1178	1178	0,000000
Ap14,txt	30	30	15	15	1270	1270	0,000000
Ap15,txt	70	40	19	42	2721	2726	0,110000
Ap16,txt	40	70	20	62	1860	1860	0,000000
Ap17,txt	100	100	15	50	27320	27718	0,660000
Ap18,txt	100	100	30	30	22092	22502	0,660000
Ap19,txt	100	100	30	30	23740	24019	0,550000
Ap20,txt	100	100	33	61	32893	32893	0,170000
Ap21,txt	100	100	29	97	27923	27923	0,060000
tfs1_1,txt	100	100	40	40	27897	29955	0,500000
tfs1_2,txt	100	100	40	40	28277	30000	1,050000
tfs1_3,txt	100	100	40	40	27867	30000	0,660000
tfs1_4,txt	100	100	40	40	28494	30000	0,760000
tfs1_5,txt	100	100	40	40	28677	30000	1,260000
tfs1_6,txt	100	100	40	40	27638	30000	0,930000
tfs1_7,txt	100	100	40	40	28270	29994	1,260000
tfs1_8,txt	100	100	40	40	27780	30000	1,100000
tfs1_9,txt	100	100	40	40	27952	30000	1,100000
tfs1_10,txt	100	100	40	40	28936	29982	0,600000
tfs1_11,txt	100	100	40	120	28588	30000	1,590000
tfs1_12,txt	100	100	40	120	28500	30000	2,580000
tfs1_13,txt	100	100	40	120	28824	30000	0,990000
tfs1_14,txt	100	100	40	120	28218	30000	1,210000
tfs1_15,txt	100	100	40	120	29172	30000	1,480000
tfs1_16,txt	100	100	40	120	29006	30000	0,770000
tfs1_17,txt	100	100	40	120	26759	30000	1,160000
tfs1_18,txt	100	100	40	120	29564	30000	1,150000
tfs1_19,txt	100	100	40	120	29430	30000	1,930000
tfs1_20,txt	100	100	40	120	29112	30000	0,770000
tfs1_21,txt	100	100	40	160	29700	30000	0,770000
tfs1_22,txt	100	100	40	160	29478	30000	1,210000
tfs1_23,txt	100	100	40	160	29490	30000	1,210000
tfs1_24,txt	100	100	40	160	29240	30000	0,660000
tfs1_25,txt	100	100	40	160	29901	30000	1,210000
tfs1_26,txt	100	100	40	160	28890	30000	1,100000
tfs1_27,txt	100	100	40	160	28776	30000	1,750000
tfs1_28,txt	100	100	40	160	29253	30000	1,980000
tfs1_29,txt	100	100	40	160	29028	30000	0,930000
tfs1_30,txt	100	100	40	160	29296	30000	0,820000
tfs1_31,txt	100	100	50	50	28807	30000	0,940000
tfs1_32,txt	100	100	50	50	28400	29994	1,200000
tfs1_33,txt	100	100	50	50	28548	30000	1,150000
tfs1_34,txt	100	100	50	50	27261	30000	1,760000
tfs1_35,txt	100	100	50	50	28416	30000	1,040000
tfs1_36,txt	100	100	50	50	28580	30000	1,160000
tfs1_37,txt	100	100	50	50	29648	30000	0,990000
tfs1_38,txt	100	100	50	50	28170	30000	0,930000
tfs1_39,txt	100	100	50	50	28950	30000	1,760000
tfs1_40,txt	100	100	50	50	28074	30000	0,770000
tfs1_41,txt	100	100	50	150	29550	30000	1,480000
tfs1_42,txt	100	100	50	150	29685	30000	1,380000
tfs1_43,txt	100	100	50	150	28906	30000	1,760000
tfs1_44,txt	100	100	50	150	29319	30000	1,650000
tfs1_45,txt	100	100	50	150	28488	30000	2,360000
tfs1_46,txt	100	100	50	150	29371	30000	1,370000
tfs1_47,txt	100	100	50	150	29368	30000	2,300000
tfs1_48,txt	100	100	50	150	29370	30000	1,490000
tfs1_49,txt	100	100	50	150	29562	30000	0,820000
tfs1_50,txt	100	100	50	150	28842	30000	0,660000
tfs1_51,txt	100	100	50	200	29874	30000	0,820000
tfs1_52,txt	100	100	50	200	29736	30000	0,710000
tfs1_53,txt	100	100	50	200	29402	30000	1,370000
tfs1_54,txt	100	100	50	200	29880	30000	1,380000
tfs1_55,txt	100	100	50	200	29400	30000	1,320000
tfs1_56,txt	100	100	50	200	29518	30000	2,140000
tfs1_57,txt	100	100	50	200	28446	30000	1,870000
tfs1_58,txt	100	100	50	200	29799	30000	1,100000
tfs1_59,txt	100	100	50	200	29208	30000	1,210000
tfs1_60,txt	100	100	50	200	29324	30000	2,030000
tfs1_61,txt	100	100	100	100	29728	30000	3,850000
tfs1_62,txt	100	100	100	100	29224	30000	2,310000
tfs1_63,txt	100	100	100	100	29336	30000	2,140000
tfs1_64,txt	100	100	100	100	29622	30000	2,580000
tfs1_65,txt	100	100	100	100	29172	30000	1,210000
tfs1_66,txt	100	100	100	100	28667	30000	2,030000
tfs1_67,txt	100	100	100	100	28776	30000	2,420000
tfs1_68,txt	100	100	100	100	29685	30000	2,030000
tfs1_69,txt	100	100	100	100	29523	30000	1,700000
tfs1_70,txt	100	100	100	100	29283	30000	1,480000
tfs1_71,txt	100	100	100	300	29502	30000	2,310000
tfs1_72,txt	100	100	100	300	29388	30000	2,750000
tfs1_73,txt	100	100	100	300	29583	30000	2,520000
tfs1_74,txt	100	100	100	300	29742	30000	2,310000
tfs1_75,txt	100	100	100	300	29563	30000	1,980000
tfs1_76,txt	100	100	100	300	29820	30000	3,240000
tfs1_77,txt	100	100	100	300	29429	30000	3,570000
tfs1_78,txt	100	100	100	300	29508	30000	2,970000
tfs1_79,txt	100	100	100	300	29384	30000	2,640000
tfs1_80,txt	100	100	100	300	29394	30000	1,870000
tfs1_81,txt	100	100	100	400	29985	30000	0,760000
tfs1_82,txt	100	100	100	400	29717	30000	2,750000
tfs1_83,txt	100	100	100	400	29793	30000	2,520000
