Si es doblemente restringido pruebo a meter todas las piezas
Con1.txt	10	10	5	10	164	164	0.000000	2
Con2.txt	10	10	7	17	225	230	1.700000	8
Con3.txt	10	10	10	21	220	247	2.260000	3
Con4.txt	15	10	5	7	268	268	0.000000	0
Con5.txt	15	10	7	14	301	358	1.480000	0
Con6.txt	15	10	10	15	265	289	1.590000	32
Con7.txt	20	20	5	8	430	430	0.000000	0
Con8.txt	20	20	7	13	819	834	1.760000	18
Con9.txt	20	20	10	18	924	924	0.000000	2
Con10.txt	30	30	5	13	-8617	1452	0.940000	2
Con11.txt	30	30	7	15	1518	1688	2.520000	35
Con12.txt	30	30	10	22	1672	1865	3.730000	11
Con13.txt	30	30	7	7	1178	1178	0.000000	0
Con14.txt	30	30	15	15	1216	1270	3.180000	0
Con15.txt	70	40	19	42	2716	2726	6.160000	31
Con16.txt	40	70	20	62	1720	1860	5.270000	6
Con17.txt	100	100	15	50	25384	27718	25.270000	694
Con18.txt	100	100	30	30	19657	22502	18.350000	1084
Con19.txt	100	100	30	30	12136	24019	12.410000	18
Con20.txt	100	100	33	61	28974	32893	37.460000	979
Con21.txt	100	100	29	97	22011	27923	61.900000	6
Ap1.txt	10	10	5	10	164	164	0.060000	2
Ap2.txt	10	10	7	17	230	230	0.000000	0
Ap3.txt	10	10	10	21	247	247	0.000000	6
Ap4.txt	15	10	5	7	268	268	0.000000	0
Ap5.txt	15	10	7	14	358	358	0.000000	0
Ap6.txt	15	10	10	15	289	289	0.000000	3
Ap7.txt	20	20	5	8	430	430	0.000000	0
Ap8.txt	20	20	7	13	834	834	0.160000	183
Ap9.txt	20	20	10	18	924	924	0.050000	29
Ap10.txt	30	30	5	13	1452	1452	0.000000	0
Ap11.txt	30	30	7	15	1688	1688	0.000000	1
Ap12.txt	30	30	10	22	1865	1865	0.060000	26
Ap13.txt	30	30	7	7	1178	1178	0.000000	0
Ap14.txt	30	30	15	15	1270	1270	0.000000	0
Ap15.txt	70	40	19	42	2726	2726	0.110000	83
Ap16.txt	40	70	20	62	1860	1860	0.060000	18
Ap17.txt	100	100	15	50	27718	27718	0.050000	14
Ap18.txt	100	100	30	30	22502	22502	2.140000	347
Ap19.txt	100	100	30	30	24019	24019	3.400000	625
Ap20.txt	100	100	33	61	32893	32893	0.660000	69
Ap21.txt	100	100	29	97	27923	27923	0.000000	2
ht1_1.txt	20	20	16	16	400	400	0.550000	129
ht1_2.txt	20	20	17	17	400	400	5.330000	759
ht1_3.txt	20	20	16	16	400	400	1.260000	291
ht2_1.txt	40	15	25	25	600	600	0.550000	63
ht2_2.txt	40	15	25	25	600	600	5.710000	924
ht2_3.txt	40	15	25	25	600	600	0.000000	0
ht3_1.txt	60	30	28	28	1800	1800	6.320000	427
ht3_2.txt	60	30	29	29	1800	1800	13.290000	931
ht3_3.txt	60	30	28	28	1800	1800	7.140000	505
Leung1.txt	400	200	9	10	80000	80000	0.000000	0
Leung2.txt	400	200	7	15	79000	79000	0.000000	18
Leung3.txt	400	400	5	20	160000	160000	0.440000	32
Leung4.txt	70	80	14	20	5600	5600	2.410000	233
Leung5.txt	70	80	16	25	5540	5600	21.750000	999
Leung6.txt	120	45	22	25	5400	5400	0.550000	102
Leung7.txt	90	45	16	30	4050	4050	2.640000	434
Leung8.txt	65	45	18	30	2925	2925	2.090000	414
Leung9.txt	150	110	40	40	16280	16500	70.630000	1410
Leung10.txt	160	120	50	50	18548	19200	56.360000	366
ht4_1.txt	60	60	49	49	3580	3600	61.180000	896
ht4_2.txt	60	60	49	49	3564	3600	93.100000	305
ht4_3.txt	60	60	49	49	3580	3600	68.660000	812
ht5_1.txt	60	90	73	73	5342	5400	184.160000	889
ht5_2.txt	60	90	73	73	5361	5400	128.690000	1486
ht5_3.txt	60	90	73	73	5375	5400	108.650000	604
ht6_1.txt	80	120	97	97	9548	9600	323.340000	1166
ht6_2.txt	80	120	97	97	9448	9600	542.610000	998
ht6_3.txt	80	120	97	97	9565	9600	272.050000	975
