500
100	100
91	94	0	4	17108
24	88	0	4	6336
17	78	0	4	1326
77	5	0	4	1155
82	44	0	4	7216
34	30	0	4	2040
47	89	0	4	8366
30	22	0	4	1980
9	50	0	4	450
50	47	0	4	4700
15	24	0	4	720
6	91	0	4	1092
17	21	0	4	357
88	29	0	4	5104
26	5	0	4	130
37	43	0	4	3182
44	97	0	4	8536
33	39	0	4	1287
15	42	0	4	1260
34	32	0	4	1088
13	32	0	4	1248
35	88	0	4	3080
80	57	0	4	4560
29	27	0	4	783
14	27	0	4	378
44	40	0	4	3520
11	31	0	4	341
31	17	0	4	527
42	25	0	4	2100
78	46	0	4	7176
88	70	0	4	6160
18	95	0	4	1710
45	33	0	4	4455
7	8	0	4	112
20	18	0	4	720
17	41	0	4	697
53	94	0	4	14946
92	40	0	4	3680
11	3	0	4	66
16	27	0	4	432
14	96	0	4	1344
30	41	0	4	1230
17	42	0	4	1428
29	18	0	4	522
15	36	0	4	1620
83	37	0	4	6142
42	22	0	4	2772
92	32	0	4	8832
33	30	0	4	1980
48	29	0	4	4176
52	80	0	4	8320
23	35	0	4	1610
47	76	0	4	10716
92	16	0	4	4416
42	30	0	4	2520
43	5	0	4	215
78	21	0	4	4914
4	78	0	4	312
35	45	0	4	3150
71	76	0	4	16188
31	49	0	4	4557
25	45	0	4	3375
42	40	0	4	1680
12	7	0	4	168
64	88	0	4	5632
32	10	0	4	960
92	89	0	4	16376
2	39	0	4	78
83	52	0	4	8632
33	38	0	4	2508
30	15	0	4	450
30	44	0	4	1320
26	7	0	4	364
31	20	0	4	1860
9	22	0	4	198
83	25	0	4	4150
29	17	0	4	986
3	27	0	4	243
90	13	0	4	1170
2	35	0	4	70
41	89	0	4	7298
46	24	0	4	1104
44	46	0	4	6072
40	6	0	4	240
29	24	0	4	696
4	7	0	4	84
8	46	0	4	368
20	42	0	4	840
49	11	0	4	539
36	43	0	4	3096
21	22	0	4	924
2	7	0	4	42
34	30	0	4	3060
83	10	0	4	2490
78	81	0	4	6318
64	92	0	4	11776
7	14	0	4	98
7	85	0	4	595
7	22	0	4	308
32	12	0	4	1152
31	46	0	4	4278
83	74	0	4	18426
31	48	0	4	1488
9	50	0	4	450
79	26	0	4	6162
49	23	0	4	3381
33	25	0	4	2475
31	28	0	4	2604
10	48	0	4	480
3	41	0	4	369
50	37	0	4	3700
89	17	0	4	4539
