Constructivo Aleatorizado
Con1,txt	10	10	5	10	164	164	4	5	0,000000
Con2,txt	10	10	7	17	225	230	5	7	0,060000
Con3,txt	10	10	10	21	220	247	7	8	0,110000
Con4,txt	15	10	5	7	268	268	5	6	0,000000
Con5,txt	15	10	7	14	301	358	5	6	0,060000
Con6,txt	15	10	10	15	249	289	7	7	0,170000
Con7,txt	20	20	5	8	430	430	8	8	0,000000
Con8,txt	20	20	7	13	819	834	8	9	0,110000
Con9,txt	20	20	10	18	924	924	9	11	0,000000
Con10,txt	30	30	5	13	0	1452	0	0	0,000000
Con11,txt	30	30	7	15	1518	1688	8	9	0,160000
Con12,txt	30	30	10	22	1648	1865	7	10	0,170000
Con13,txt	30	30	7	7	1178	1178	5	5	0,000000
Con14,txt	30	30	15	15	1216	1270	6	6	0,160000
Con15,txt	70	40	19	42	2587	2726	7	9	0,110000
Con16,txt	40	70	20	62	1720	1860	5	8	0,060000
Con17,txt	100	100	15	50	24869	27718	12	14	0,330000
Con18,txt	100	100	30	30	18078	22502	15	15	0,280000
Con19,txt	100	100	30	30	0	24019	0	0	0,050000
Con20,txt	100	100	33	61	27665	32893	11	13	0,270000
Con21,txt	100	100	29	97	21899	27923	12	21	0,280000
Grasp
Con1,txt	10	10	5	10	164	164	5	5	0,000000
Con2,txt	10	10	7	17	225	230	6	7	0,710000
Con3,txt	10	10	10	21	220	247	7	8	1,210000
Con4,txt	15	10	5	7	268	268	5	6	0,000000
Con5,txt	15	10	7	14	301	358	4	6	0,720000
Con6,txt	15	10	10	15	252	289	8	8	1,810000
Con7,txt	20	20	5	8	430	430	8	8	0,000000
Con8,txt	20	20	7	13	819	834	9	9	1,320000
Con9,txt	20	20	10	18	924	924	9	11	0,000000
Con10,txt	30	30	5	13	0	1452	0	0	0,220000
Con11,txt	30	30	7	15	1518	1688	8	9	1,590000
Con12,txt	30	30	10	22	1648	1865	9	10	1,650000
Con13,txt	30	30	7	7	1178	1178	5	5	0,000000
Con14,txt	30	30	15	15	1216	1270	6	6	2,080000
Con15,txt	70	40	19	42	2700	2726	9	9	1,480000
Con16,txt	40	70	20	62	1720	1860	5	8	0,880000
Con17,txt	100	100	15	50	24869	27718	12	14	3,730000
Con18,txt	100	100	30	30	19083	22502	13	13	3,020000
Con19,txt	100	100	30	30	0	24019	0	0	0,660000
Con20,txt	100	100	33	61	27898	32893	11	13	2,800000
Con21,txt	100	100	29	97	22011	27923	12	22	3,300000
Constructivo
Con1.txt	10	10	5	10	156	0	0	-2119139328	0.000000
Con2.txt	10	10	7	17	-9834	0	0	-2119139328	0.000000
Con3.txt	10	10	10	21	176	0	0	-2119139328	0.000000
Con4.txt	15	10	5	7	268	0	0	-2119139328	0.000000
Con5.txt	15	10	7	14	301	0	0	-2119139328	0.000000
Con6.txt	15	10	10	15	229	0	0	-2119139328	0.000000
Con7.txt	20	20	5	8	430	0	0	-2119139328	0.000000
Con8.txt	20	20	7	13	712	0	0	-2119139328	0.000000
Con9.txt	20	20	10	18	552	0	0	-2119139328	0.000000
Con10.txt	30	30	5	13	-8828	0	0	-2119139328	0.000000
Con11.txt	30	30	7	15	1132	0	0	-2119139328	0.000000
Con12.txt	30	30	10	22	1443	0	0	-2119139328	0.000000
Con13.txt	30	30	7	7	1178	0	0	-2119139328	0.000000
Con14.txt	30	30	15	15	1216	0	0	-2119139328	0.000000
Con15.txt	70	40	19	42	2180	0	0	-2119139328	0.000000
Con16.txt	40	70	20	62	1340	0	0	-2119139328	0.000000
Con17.txt	100	100	15	50	9985	0	0	-2119139328	0.000000
Con18.txt	100	100	30	30	5850	0	0	-2119139328	0.000000
Con19.txt	100	100	30	30	-1765	0	0	-2119139328	0.000000
Con20.txt	100	100	33	61	25973	0	0	-2119139328	0.000000
Con21.txt	100	100	29	97	11621	0	0	-2119139328	0.000000
