100
100	100
2	36	0	4	144
2	88	0	4	528
27	95	0	4	7695
33	33	0	4	1089
17	7	0	4	119
34	45	0	4	1530
47	12	0	4	564
12	45	0	4	1620
23	34	0	4	1564
39	10	0	4	780
13	48	0	4	1248
37	28	0	4	3108
23	43	0	4	2967
5	32	0	4	320
38	41	0	4	3116
85	85	0	4	7225
7	13	0	4	91
99	12	0	4	3564
73	64	0	4	14016
92	88	0	4	8096
9	26	0	4	234
2	41	0	4	82
11	12	0	4	132
44	35	0	4	4620
8	13	0	4	208
13	47	0	4	611
47	36	0	4	5076
10	30	0	4	900
14	4	0	4	112
28	2	0	4	168
81	53	0	4	12879
32	31	0	4	992
32	30	0	4	2880
20	5	0	4	200
21	40	0	4	2520
13	4	0	4	156
100	21	0	4	2100
26	78	0	4	6084
46	83	0	4	3818
67	80	0	4	5360
42	6	0	4	252
30	22	0	4	1320
43	6	0	4	774
87	28	0	4	4872
31	42	0	4	3906
17	20	0	4	340
13	80	0	4	3120
5	21	0	4	315
41	48	0	4	3936
25	27	0	4	2025
10	4	0	4	40
48	19	0	4	1824
46	11	0	4	506
31	8	0	4	248
21	90	0	4	5670
79	8	0	4	1896
17	13	0	4	663
60	86	0	4	10320
6	30	0	4	180
18	6	0	4	216
37	17	0	4	1887
14	10	0	4	280
2	90	0	4	180
13	3	0	4	39
19	6	0	4	114
35	6	0	4	420
50	37	0	4	5550
4	29	0	4	232
48	10	0	4	1440
48	18	0	4	2592
38	12	0	4	456
39	11	0	4	429
77	22	0	4	5082
80	11	0	4	880
2	41	0	4	164
66	66	0	4	8712
15	16	0	4	720
38	48	0	4	1824
9	22	0	4	198
42	34	0	4	2856
8	76	0	4	1824
33	25	0	4	825
16	5	0	4	240
50	7	0	4	700
96	65	0	4	12480
5	18	0	4	90
29	5	0	4	290
15	7	0	4	315
26	24	0	4	1248
100	7	0	4	2100
41	39	0	4	1599
14	49	0	4	2058
44	43	0	4	5676
34	48	0	4	4896
36	5	0	4	180
11	3	0	4	99
42	38	0	4	1596
43	45	0	4	5805
50	23	0	4	3450
39	15	0	4	585
