50
100	100
25	24	0	4	1200
17	40	0	4	680
27	28	0	4	756
8	31	0	4	744
41	12	0	4	1476
11	40	0	4	880
57	80	0	4	9120
47	44	0	4	2068
82	44	0	4	3608
43	76	0	4	9804
43	36	0	4	1548
40	27	0	4	1080
77	36	0	4	2772
49	42	0	4	6174
10	26	0	4	780
13	40	0	4	1040
24	22	0	4	1584
49	10	0	4	490
43	35	0	4	4515
97	87	0	4	25317
87	5	0	4	1305
26	12	0	4	312
23	85	0	4	3910
50	19	0	4	1900
64	63	0	4	8064
37	33	0	4	1221
8	36	0	4	864
87	3	0	4	522
40	3	0	4	360
20	10	0	4	600
44	49	0	4	6468
18	85	0	4	3060
84	26	0	4	6552
87	14	0	4	1218
16	32	0	4	1024
11	4	0	4	44
7	7	0	4	147
83	48	0	4	3984
4	7	0	4	56
21	13	0	4	546
28	10	0	4	840
23	20	0	4	460
50	3	0	4	300
4	43	0	4	172
34	3	0	4	204
41	43	0	4	1763
20	14	0	4	560
12	20	0	4	240
6	35	0	4	210
39	40	0	4	1560
