40				
150	110			
20	32	0	1	640
20	36	0	1	720
20	18	0	1	360
38	14	0	1	532
38	20	0	1	760
22	40	0	1	880
16	4	0	1	64
20	18	0	1	360
28	18	0	1	504
12	24	0	1	288
8	24	0	1	192
48	16	0	1	768
20	20	0	1	400
18	20	0	1	360
18	10	0	1	180
18	8	0	1	144
10	36	0	1	360
10	24	0	1	240
12	14	0	1	168
32	14	0	1	448
32	20	0	1	640
8	20	0	1	160
24	20	0	1	480
42	6	0	1	252
36	24	0	1	864
36	6	0	1	216
30	20	0	1	600
16	20	0	1	320
10	38	0	1	380
10	34	0	1	340
20	34	0	1	680
14	4	0	1	56
24	22	0	1	528
16	16	0	1	256
16	10	0	1	160
44	12	0	1	528
10	22	0	1	220
22	22	0	1	484
32	16	0	1	512
12	38	0	1	456

