40
100	100
49	25	0	3	2450
52	67	0	3	6968
95	52	0	3	9880
24	99	0	3	7128
66	64	0	3	12672
13	99	0	3	2574
32	95	0	3	9120
21	86	0	3	5418
100	48	0	3	9600
7	48	0	3	1008
46	25	0	3	2300
14	47	0	3	658
87	83	0	3	7221
32	17	0	3	544
37	92	0	3	6808
85	24	0	3	6120
23	23	0	3	1587
89	81	0	3	14418
42	28	0	3	2352
79	69	0	3	10902
24	3	0	3	144
10	27	0	3	540
16	50	0	3	2400
76	92	0	3	6992
41	26	0	3	2132
73	95	0	3	13870
22	4	0	3	176
28	85	0	3	2380
100	34	0	3	6800
94	36	0	3	10152
49	16	0	3	2352
36	42	0	3	1512
46	47	0	3	2162
94	74	0	3	20868
57	86	0	3	14706
3	76	0	3	228
15	34	0	3	1020
56	78	0	3	4368
76	11	0	3	2508
21	76	0	3	3192
