Ap1.txt	10	10	5	164	1	0.031000
Ap2.txt	10	10	7	230	1	0.000000
Ap3.txt	10	10	10	247	1	0.000000
Ap4.txt	15	10	5	268	1	0.000000
Ap5.txt	15	10	7	358	1	0.000000
Ap6.txt	15	10	10	289	1	0.015000
Ap7.txt	20	20	5	430	1	0.000000
Ap8.txt	20	20	7	834	1	0.015000
Ap9.txt	20	20	10	924	1	0.000000
Ap10.txt	30	30	5	1452	1	0.015000
Ap11.txt	30	30	7	1688	1	0.000000
Ap12.txt	30	30	10	1865	1	0.000000
Ap13.txt	30	30	7	1178	1	0.000000
Ap14.txt	30	30	15	1270	1	0.000000
Ap15.txt	70	40	19	2726	1	0.093000
Ap16.txt	40	70	19	1860	1	0.031000
Ap17.txt	100	100	15	27718	1	0.812000
Ap18.txt	100	100	30	22502	1	5.718000
Ap19.txt	100	100	30	24019	1	0.437000
Ap20.txt	100	100	33	32893	1	0.922000
Ap21.txt	100	100	24	27923	1	0.046000
tfs1_1.txt	100	100	26	27968	1	5.453000
tfs1_2.txt	100	100	26	28946	1	6.968000
tfs1_3.txt	100	100	24	27966	1	5.687000
tfs1_4.txt	100	100	26	28494	1	6.406000
tfs1_5.txt	100	100	40	28677	1	15.593000
tfs1_6.txt	100	100	28	27798	1	8.390000
tfs1_7.txt	100	100	26	28270	1	10.218000
tfs1_8.txt	100	100	25	27780	1	10.016000
tfs1_9.txt	100	100	29	28811	1	8.671000
tfs1_10.txt	100	100	30	28936	1	8.188000
tfs1_11.txt	100	100	21	28596	1	13.500000
tfs1_12.txt	100	100	20	29458	1	12.578000
tfs1_13.txt	100	100	22	29559	1	16.953000
tfs1_14.txt	100	100	23	29154	1	12.171000
tfs1_15.txt	100	100	26	29496	1	14.953000
tfs1_16.txt	100	100	27	29388	1	7.968000
tfs1_17.txt	100	100	25	27996	1	14.687000
tfs1_18.txt	100	100	20	29748	1	10.703000
tfs1_19.txt	100	100	17	29712	1	18.640000
tfs1_20.txt	100	100	19	29112	1	7.734000
tfs1_21.txt	100	100	40	29700	1	25.140000
tfs1_22.txt	100	100	24	29862	1	11.234000
tfs1_23.txt	100	100	17	29685	1	13.281000
tfs1_24.txt	100	100	27	29240	1	15.656000
tfs1_25.txt	100	100	17	29901	1	11.484000
tfs1_26.txt	100	100	20	28990	1	11.968000
tfs1_27.txt	100	100	29	29676	1	18.500000
tfs1_28.txt	100	100	20	29571	1	27.328000
tfs1_29.txt	100	100	22	29058	1	11.625000
tfs1_30.txt	100	100	18	29296	1	8.546000
tfs1_31.txt	100	100	40	29245	1	13.656000
tfs1_32.txt	100	100	50	28400	1	17.656000
tfs1_33.txt	100	100	34	28824	1	12.265000
tfs1_34.txt	100	100	36	27909	1	18.328000
tfs1_35.txt	100	100	28	28416	1	9.328000
tfs1_36.txt	100	100	40	28580	1	12.812000
tfs1_37.txt	100	100	50	29648	1	12.968000
tfs1_38.txt	100	100	30	28362	1	10.828000
tfs1_39.txt	100	100	41	29010	1	19.812000
tfs1_40.txt	100	100	28	28289	1	9.531000
tfs1_41.txt	100	100	30	29550	1	22.140000
tfs1_42.txt	100	100	28	29800	1	14.562000
tfs1_43.txt	100	100	28	29556	1	18.781000
tfs1_44.txt	100	100	38	29397	1	25.062000
tfs1_45.txt	100	100	26	29541	1	24.234000
tfs1_46.txt	100	100	28	29685	1	14.281000
tfs1_47.txt	100	100	33	29434	1	19.687000
tfs1_48.txt	100	100	50	29370	1	39.281000
tfs1_49.txt	100	100	25	29670	1	10.671000
tfs1_50.txt	100	100	17	29520	1	6.750000
tfs1_51.txt	100	100	36	29874	1	23.609000
tfs1_52.txt	100	100	21	29847	1	8.625000
tfs1_53.txt	100	100	19	29919	1	11.640000
tfs1_54.txt	100	100	22	29928	1	13.281000
tfs1_55.txt	100	100	25	29898	1	24.656000
tfs1_56.txt	100	100	25	29881	1	20.625000
tfs1_57.txt	100	100	31	29180	1	22.031000
tfs1_58.txt	100	100	19	29799	1	12.515000
tfs1_59.txt	100	100	21	29616	1	13.421000
tfs1_60.txt	100	100	20	29508	1	25.000000
tfs1_61.txt	100	100	100	29865	1	62.156000
tfs1_62.txt	100	100	52	29224	1	25.578000
tfs1_63.txt	100	100	51	29699	1	24.671000
tfs1_64.txt	100	100	100	29622	1	55.421000
tfs1_65.txt	100	100	70	29316	1	18.140000
tfs1_66.txt	100	100	44	29558	1	19.500000
tfs1_67.txt	100	100	48	29514	1	22.234000
tfs1_68.txt	100	100	100	29685	1	42.812000
tfs1_69.txt	100	100	60	29523	1	23.046000
tfs1_70.txt	100	100	41	29565	1	12.968000
tfs1_71.txt	100	100	32	29988	1	23.828000
tfs1_72.txt	100	100	58	29709	1	51.687000
tfs1_73.txt	100	100	43	29837	1	40.984000
tfs1_74.txt	100	100	46	29890	1	38.718000
tfs1_75.txt	100	100	43	29808	1	21.468000
tfs1_76.txt	100	100	43	29982	1	53.578000
tfs1_77.txt	100	100	43	29820	1	48.046000
tfs1_78.txt	100	100	41	29985	1	27.000000
tfs1_79.txt	100	100	46	29904	1	23.484000
tfs1_80.txt	100	100	68	29781	1	46.281000
tfs1_81.txt	100	100	65	29985	1	35.359000
tfs1_82.txt	100	100	35	29907	1	27.609000
tfs1_83.txt	100	100	100	29970	1	105.515000
tfs1_84.txt	100	100	40	29916	1	29.781000
tfs1_85.txt	100	100	32	29886	1	37.156000
tfs1_86.txt	100	100	46	30000	1	0.312000
tfs1_87.txt	100	100	33	30000	1	17.968000
tfs1_88.txt	100	100	69	30000	1	0.125000
tfs1_89.txt	100	100	55	29840	1	48.156000
tfs1_90.txt	100	100	40	29970	1	27.296000
tfs1_91.txt	100	100	99	29964	1	39.000000
tfs1_92.txt	100	100	72	29688	1	34.796000
tfs1_93.txt	100	100	68	29742	1	41.296000
tfs1_94.txt	100	100	64	29838	1	30.562000
tfs1_95.txt	100	100	68	29868	1	50.984000
tfs1_96.txt	100	100	68	29940	1	35.890000
tfs1_97.txt	100	100	73	29779	1	39.187000
tfs1_98.txt	100	100	69	29826	1	31.156000
tfs1_99.txt	100	100	62	29862	1	39.000000
tfs1_100.txt	100	100	59	29736	1	29.578000
tfs1_101.txt	100	100	101	30000	1	0.093000
tfs1_102.txt	100	100	64	30000	1	10.656000
tfs1_103.txt	100	100	65	29952	1	63.187000
tfs1_104.txt	100	100	75	29952	1	78.578000
tfs1_105.txt	100	100	56	30000	1	52.344000
tfs1_106.txt	100	100	62	29940	1	74.593000
tfs1_107.txt	100	100	83	29994	1	77.125000
tfs1_108.txt	100	100	49	30000	1	8.312000
tfs1_109.txt	100	100	49	30000	1	11.859000
tfs1_110.txt	100	100	53	29970	1	43.156000
tfs1_111.txt	100	100	98	29958	1	95.796000
tfs1_112.txt	100	100	75	29976	1	43.515000
tfs1_113.txt	100	100	55	29988	1	52.578000
tfs1_114.txt	100	100	58	29958	1	29.812000
tfs1_115.txt	100	100	58	30000	1	11.250000
tfs1_116.txt	100	100	76	30000	1	0.546000
tfs1_117.txt	100	100	58	29952	1	45.531000
tfs1_118.txt	100	100	101	30000	1	0.171000
tfs1_119.txt	100	100	68	30000	1	1.281000
tfs1_120.txt	100	100	67	30000	1	0.343000
tfs1_121.txt	100	100	91	29832	1	58.078000
tfs1_122.txt	100	100	93	29883	1	48.562000
tfs1_123.txt	100	100	104	29905	1	60.140000
tfs1_124.txt	100	100	92	29907	1	54.516000
tfs1_125.txt	100	100	166	29898	1	58.953000
tfs1_126.txt	100	100	113	29738	1	77.031000
tfs1_127.txt	100	100	106	29874	1	52.515000
tfs1_128.txt	100	100	94	29961	1	56.625000
tfs1_129.txt	100	100	134	29805	1	63.718000
tfs1_130.txt	100	100	93	29944	1	58.171000
tfs1_131.txt	100	100	89	30000	1	18.500000
tfs1_132.txt	100	100	96	30000	1	86.875000
tfs1_133.txt	100	100	90	30000	1	5.890000
tfs1_134.txt	100	100	171	30000	1	0.140000
tfs1_135.txt	100	100	87	30000	1	1.484000
tfs1_136.txt	100	100	118	30000	1	0.687000
tfs1_137.txt	100	100	162	29988	1	182.828000
tfs1_138.txt	100	100	250	30000	1	0.141000
tfs1_139.txt	100	100	91	30000	1	3.156000
tfs1_140.txt	100	100	87	30000	1	1.437000
tfs1_141.txt	100	100	167	30000	1	0.109000
tfs1_142.txt	100	100	82	30000	1	6.203000
tfs1_143.txt	100	100	104	29994	1	72.750000
tfs1_144.txt	100	100	98	30000	1	1.281000
tfs1_145.txt	100	100	91	30000	1	71.671000
tfs1_146.txt	100	100	92	30000	1	3.531000
tfs1_147.txt	100	100	168	30000	1	0.156000
tfs1_148.txt	100	100	123	30000	1	0.343000
tfs1_149.txt	100	100	117	30000	1	0.281000
tfs1_150.txt	100	100	122	30000	1	0.453000
tfs1_151.txt	100	100	174	29916	1	77.562000
tfs1_152.txt	100	100	214	29994	1	103.687000
tfs1_153.txt	100	100	263	29964	1	145.609000
tfs1_154.txt	100	100	167	30000	1	31.484000
tfs1_155.txt	100	100	212	30000	1	8.390000
tfs1_156.txt	100	100	167	29990	1	94.187000
tfs1_157.txt	100	100	188	29988	1	117.234000
tfs1_158.txt	100	100	188	30000	1	7.109000
tfs1_159.txt	100	100	256	29958	1	105.906000
tfs1_160.txt	100	100	247	30000	1	122.437000
tfs1_161.txt	100	100	213	30000	1	1.875000
tfs1_162.txt	100	100	249	30000	1	0.812000
tfs1_163.txt	100	100	225	30000	1	2.250000
tfs1_164.txt	100	100	214	30000	1	7.703000
tfs1_165.txt	100	100	332	30000	1	0.312000
tfs1_166.txt	100	100	207	30000	1	1.453000
tfs1_167.txt	100	100	327	30000	1	0.375000
tfs1_168.txt	100	100	334	30000	1	0.359000
tfs1_169.txt	100	100	500	30000	1	0.296000
tfs1_170.txt	100	100	500	30000	1	0.281000
tfs1_171.txt	100	100	334	30000	1	0.328000
tfs1_172.txt	100	100	338	30000	1	0.437000
tfs1_173.txt	100	100	332	30000	1	0.500000
tfs1_174.txt	100	100	341	30000	1	0.312000
tfs1_175.txt	100	100	247	30000	1	0.671000
tfs1_176.txt	100	100	328	30000	1	0.593000
tfs1_177.txt	100	100	339	30000	1	0.312000
tfs1_178.txt	100	100	326	30000	1	0.484000
tfs1_179.txt	100	100	500	30000	1	0.343000
tfs1_180.txt	100	100	239	30000	1	3.140000
tfs1_181.txt	100	100	494	30000	1	11.656000
tfs1_182.txt	100	100	498	30000	1	1.078000
tfs1_183.txt	100	100	371	30000	1	30.437000
tfs1_184.txt	100	100	515	30000	1	4.421000
tfs1_185.txt	100	100	493	30000	1	4.578000
tfs1_186.txt	100	100	1000	30000	1	0.437000
tfs1_187.txt	100	100	339	30000	1	22.453000
tfs1_188.txt	100	100	437	30000	1	1.828000
tfs1_189.txt	100	100	419	30000	1	16.796000
tfs1_190.txt	100	100	415	30000	1	4.203000
