Ap1.txt	10	10	5	10	164	164	4	5	0.060000
Ap2.txt	10	10	7	17	230	230	3	5	0.000000
Ap3.txt	10	10	10	21	247	247	4	7	0.000000
Ap4.txt	15	10	5	7	268	268	5	6	0.000000
Ap5.txt	15	10	7	14	358	358	5	6	0.000000
Ap6.txt	15	10	10	15	289	289	7	7	0.000000
Ap7.txt	20	20	5	8	430	430	6	8	0.000000
Ap8.txt	20	20	7	13	834	834	7	8	0.110000
Ap9.txt	20	20	10	18	924	924	7	11	0.000000
Ap10.txt	30	30	5	13	1452	1452	2	6	0.000000
Ap11.txt	30	30	7	15	1688	1688	5	9	0.000000
Ap12.txt	30	30	10	22	1851	1865	6	9	0.220000
Ap13.txt	30	30	7	7	1178	1178	5	5	0.000000
Ap14.txt	30	30	15	15	1270	1270	5	5	0.000000
Ap15.txt	70	40	19	42	2716	2726	8	9	0.170000
Ap16.txt	40	70	20	62	1840	1860	7	9	0.380000
Ap17.txt	100	100	15	50	27320	27718	8	14	1.100000
Ap18.txt	100	100	30	30	21976	22502	9	9	1.370000
Ap19.txt	100	100	30	30	23743	24019	9	9	1.970000
Ap20.txt	100	100	33	61	32893	32893	6	10	0.380000
Ap21.txt	100	100	29	97	27923	27923	3	8	0.050000
Ap1.txt	10	10	5	10	164	164	4	5	0.000000
Ap2.txt	10	10	7	17	230	230	3	5	0.000000
Ap3.txt	10	10	10	21	247	247	5	7	0.000000
Ap4.txt	15	10	5	7	268	268	5	6	0.000000
Ap5.txt	15	10	7	14	358	358	5	6	0.000000
Ap6.txt	15	10	10	15	289	289	7	7	0.000000
Ap7.txt	20	20	5	8	430	430	5	8	0.000000
Ap8.txt	20	20	7	13	834	834	7	8	0.110000
Ap9.txt	20	20	10	18	924	924	7	11	0.000000
Ap10.txt	30	30	5	13	1452	1452	2	6	0.000000
Ap11.txt	30	30	7	15	1688	1688	5	9	0.000000
Ap12.txt	30	30	10	22	1865	1865	8	9	0.220000
Ap13.txt	30	30	7	7	1178	1178	5	5	0.000000
Ap14.txt	30	30	15	15	1270	1270	5	5	0.000000
Ap15.txt	70	40	19	42	2726	2726	6	8	0.050000
Ap16.txt	40	70	20	62	1840	1860	7	9	0.330000
Ap17.txt	100	100	15	50	27589	27718	6	10	1.210000
Ap18.txt	100	100	30	30	21976	22502	9	9	1.260000
Ap19.txt	100	100	30	30	23743	24019	9	9	1.320000
Ap20.txt	100	100	33	61	32893	32893	6	10	0.330000
Ap21.txt	100	100	29	97	27923	27923	2	8	0.000000
tfs1_1.txt	100	100	40	40	27852	29955	4	5	1.040000
tfs1_2.txt	100	100	40	40	28277	30000	8	10	1.930000
tfs1_3.txt	100	100	40	40	27849	30000	3	3	1.810000
tfs1_4.txt	100	100	40	40	28494	30000	9	9	1.490000
tfs1_5.txt	100	100	40	40	28677	30000	4	4	2.090000
tfs1_6.txt	100	100	40	40	27686	30000	6	5	2.140000
tfs1_7.txt	100	100	40	40	28270	29994	8	7	4.110000
tfs1_8.txt	100	100	40	40	27780	30000	9	8	3.790000
tfs1_9.txt	100	100	40	40	28036	30000	9	9	3.510000
tfs1_10.txt	100	100	40	40	28936	29982	8	13	2.640000
tfs1_11.txt	100	100	40	120	28612	30000	10	18	8.570000
tfs1_12.txt	100	100	40	120	29436	30000	8	10	3.520000
tfs1_13.txt	100	100	40	120	29559	30000	8	12	4.120000
tfs1_14.txt	100	100	40	120	29154	30000	10	16	4.120000
tfs1_15.txt	100	100	40	120	29496	30000	8	10	5.820000
tfs1_16.txt	100	100	40	120	29388	30000	4	6	1.210000
tfs1_17.txt	100	100	40	120	27996	30000	6	10	2.150000
tfs1_18.txt	100	100	40	120	29408	30000	6	12	4.890000
tfs1_19.txt	100	100	40	120	29712	30000	8	8	8.570000
tfs1_20.txt	100	100	40	120	29112	30000	5	7	2.530000
tfs1_21.txt	100	100	40	160	29700	30000	1	4	1.100000
tfs1_22.txt	100	100	40	160	29586	30000	5	10	4.290000
tfs1_23.txt	100	100	40	160	29532	30000	6	9	2.970000
tfs1_24.txt	100	100	40	160	29240	30000	4	7	1.210000
tfs1_25.txt	100	100	40	160	29622	30000	6	8	3.020000
tfs1_26.txt	100	100	40	160	28940	30000	10	15	3.680000
tfs1_27.txt	100	100	40	160	29676	30000	3	6	3.410000
tfs1_28.txt	100	100	40	160	29517	30000	6	11	10.060000
tfs1_29.txt	100	100	40	160	29028	30000	4	8	2.800000
tfs1_30.txt	100	100	40	160	29296	30000	8	14	1.700000
tfs1_31.txt	100	100	50	50	29245	30000	7	8	2.630000
tfs1_32.txt	100	100	50	50	28400	29994	4	3	1.090000
tfs1_33.txt	100	100	50	50	28824	30000	9	7	2.960000
tfs1_34.txt	100	100	50	50	27693	30000	10	12	5.660000
tfs1_35.txt	100	100	50	50	28416	30000	7	7	2.640000
tfs1_36.txt	100	100	50	50	28580	30000	7	7	4.840000
tfs1_37.txt	100	100	50	50	29648	30000	5	4	1.760000
tfs1_38.txt	100	100	50	50	28310	30000	8	8	2.530000
tfs1_39.txt	100	100	50	50	29514	30000	10	14	5.430000
tfs1_40.txt	100	100	50	50	28257	30000	7	7	3.520000
tfs1_41.txt	100	100	50	150	29550	30000	5	7	4.060000
tfs1_42.txt	100	100	50	150	29800	30000	4	5	3.680000
tfs1_43.txt	100	100	50	150	29556	30000	3	5	3.680000
