50				
160	120			
20	40	0	1	800
14	22	0	1	308
8	34	0	1	272
6	34	0	1	204
6	30	0	1	180
6	20	0	1	120
30	24	0	1	720
40	24	0	1	960
44	6	0	1	264
30	10	0	1	300
14	28	0	1	392
16	24	0	1	384
8	24	0	1	192
24	14	0	1	336
18	20	0	1	360
14	32	0	1	448
36	20	0	1	720
16	12	0	1	192
32	12	0	1	384
32	18	0	1	576
20	6	0	1	120
30	6	0	1	180
10	20	0	1	200
10	26	0	1	260
22	10	0	1	220
32	22	0	1	704
12	12	0	1	144
20	36	0	1	720
18	28	0	1	504
18	8	0	1	144
30	14	0	1	420
16	22	0	1	352
34	26	0	1	884
14	36	0	1	504
14	26	0	1	364
18	14	0	1	252
18	22	0	1	396
14	10	0	1	140
8	14	0	1	112
8	26	0	1	208
16	26	0	1	416
10	12	0	1	120
12	12	0	1	144
30	22	0	1	660
40	22	0	1	880
10	28	0	1	280
38	28	0	1	1064
22	16	0	1	352
48	8	0	1	384
22	20	0	1	440
